,plsscore1,plsscore2,pwr,pred_pwr,diff,square_diff
117,-0.7711385306566059,-1.3827521615410172,7259,6371.769342316622,-887.230657683378,787178.2399332795
118,-0.8952485158499266,-1.440627717718198,6912,6203.228776386445,-708.7712236135549,502356.6474226558
119,-0.8064228670662335,-1.402906087051584,6912,6322.395679559031,-589.6043204409689,347633.2546826567
120,-0.3769880035220754,-1.054514605473128,6986,6963.929727980825,-22.07027201917481,487.0969070003705
121,-0.41848165024115297,-0.9879366546486845,7358,6941.436410285144,-416.5635897148559,173525.22427612677
122,-0.5020613941096826,-1.1271272342157777,7160,6788.451570531763,-371.5484294682374,138048.23544031376
123,-0.3400742133200281,-1.0346023943718123,7383,7015.1215677370665,-367.87843226293353,135334.54092423376
124,-0.5441352823658875,-1.1771879635619873,7135,6719.322113341028,-415.67788665897206,172788.1054572692
125,-0.3901672689420558,-1.089243561334059,7309,6934.770823555972,-374.22917644402787,140047.47650197535
126,-0.5184739467952474,-1.162530563190665,7135,6755.230231710188,-379.7697682898124,144225.07690689783
127,-0.2865329009459626,-1.0170346892157647,7383,7084.914808152062,-298.0851918479384,88854.78159902224
128,-0.39460455140763523,-1.0657493701608705,7209,6938.816816202607,-270.1831837973932,72998.95280689596
129,-0.27386914280483,-1.4301931076605026,7358,6937.004039087258,-420.9959609127418,177237.5991048428
130,2.3712507587552913,0.4849584083736409,11273,10797.631599927277,-475.3684000727226,225975.11578770002
131,2.9887266459237773,0.8376521048085589,12734,11661.670698185117,-1072.3293018148834,1149890.1315307952
132,-0.9841506662927131,1.3303878256176238,7655,7190.593828442141,-464.4061715578591,215673.0921810277
133,-1.3704920283320885,-0.025468670170500834,7056,6202.729168530745,-853.2708314692554,728071.1118362345
134,1.2590625993446283,0.5672776872076403,10628,9524.061065395417,-1103.9389346045828,1218681.1713359011
135,1.0467123930810076,0.4812597933085834,10182,9240.815214582091,-941.1847854179086,885828.8003021547
136,-0.5715375626708342,-0.22999348400384556,7200,7060.332230679891,-139.66776932010907,19507.0857868552
137,-0.5911312918001674,-0.6201586320499435,7061,6883.601799966034,-177.39820003396562,31470.12137529088
138,-0.45409561134003446,-0.5770678259348045,7408,7061.495475780109,-346.5045242198912,120065.38530485317
139,-0.5581643838317983,-0.5450594865829985,7011,6951.902199959029,-59.09780004097138,3492.549969682637
140,-0.5505194344198909,-0.566721502709773,7135,6952.344722108535,-182.65527789146472,33362.9505416082
141,-0.5976454129012968,-0.5806248577729901,7011,6891.528511285829,-119.47148871417085,14273.436615580253
142,-0.4058002038811335,-0.45803117187827863,7333,7165.106652775898,-167.8933472241024,28188.176042113013
143,-0.5745635250913553,-0.737328418535671,6986,6856.892715871067,-129.10728412893332,16668.690815149115
144,-1.643517947305248,1.0116095912314138,7432,6290.725571579706,-1141.2744284202936,1302507.3209660677
145,-1.4116971181781635,0.9350917716331031,7284,6532.797219352098,-751.2027806479018,564305.6176531398
146,-1.2183906251747407,1.1479796686877175,7432,6843.666550693046,-588.3334493069542,346136.2475734185
147,-1.0339497757607772,1.2533297338565892,7507,7101.7561514713625,-405.2438485286375,164222.5767703013
148,-1.1546716907438144,1.2888403810861218,7110,6973.98755539095,-136.01244460905036,18499.385088529994
149,-1.2466448199320848,1.1188269101601787,7160,6799.002663806354,-360.99733619364633,130319.07673890852
150,-1.1221606167848464,1.2029449200801727,7160,6978.321994577385,-181.67800542261466,33006.8976543396
151,-0.655084269565952,1.6526344460541755,8101,7703.967807523669,-397.03219247633115,157634.56186256246
152,-1.205199150861513,1.3384164255939754,7036,6934.187519984865,-101.8124800151354,10365.781086832347
153,-1.2698003057097873,1.562855739113558,7110,6946.756078103367,-163.24392189663286,26648.57803619397
154,-1.0907857644749417,1.67812072482261,7482,7202.3801604088585,-279.6198395911415,78187.25469297571
155,-1.13425626008834,1.4049667303579216,7432,7043.713610340901,-388.28638965909886,150766.32039449754
156,-1.1650280805565205,1.2853183013873326,7309,6960.438734917644,-348.56126508235593,121494.9555158124
157,-1.0037133553061612,1.1556873103049767,7829,7098.791327619563,-730.2086723804368,533204.7052196001
158,-0.9910029042430436,0.9410023169174253,7829,7029.132458134657,-799.8675418653429,639788.084529706
159,-1.2944403006474914,0.384619995698513,7309,6453.60597527361,-855.39402472639,731698.9375376118
160,-1.1019802838677029,0.494550498483423,7309,6722.916863042289,-586.0831369577108,343493.4434261909
161,-0.6507376737502563,-1.3966805744606015,7036,6507.664172688941,-528.3358273110589,279138.74642046104
162,-0.5648324833527454,-0.8903577939291064,7036,6808.027090054873,-227.97290994512696,51971.647668848964
163,-0.49871450442507625,-0.6696901487569984,7383,6972.608553483076,-410.3914465169237,168421.13937425302
164,-0.18745059390888336,-0.26995547568151546,8077,7495.607417378592,-581.3925826214081,338017.33512719086
165,0.9047600013164147,0.3539001276228469,9588,9023.946705465838,-564.053294534162,318156.1190748421
166,0.24526115874232457,-0.06398618720829777,8696,8084.87610569394,-611.1238943060598,373472.4141918042
167,-0.3290916279146641,-0.4834995488769101,7705,7245.148502130432,-459.85149786956845,211463.4000928857
168,-0.23064297829198127,-0.4402813930710501,7854,7377.7809496914515,-476.2190503085485,226784.58387677584
169,0.14914301663745194,-0.3582136040175477,8101,7856.084489067763,-244.91551093223734,59983.60749519887
170,-0.4099800577374737,-0.6905913327267952,7482,7068.571403419135,-413.4285965808649,170923.20447082355
171,-0.28167337988428204,-0.617304330870189,7804,7248.11199526492,-555.8880047350804,309011.4738083487
172,-0.2660694496483036,-0.5039262441680126,7730,7311.105278020653,-418.8947219793472,175472.7881021546
173,-0.3608760278289854,-0.6495294363975576,7532,7142.4106364807685,-389.5893635192315,151779.8721673199
174,-0.46759784604920984,-0.5015567899890568,7284,7075.3910657580145,-208.60893424198548,43517.68744557702
175,-0.9972916799307656,1.4561378690608797,7615,7224.707387161276,-390.2926128387244,152328.3236364784
176,-1.0528110437319123,1.4114116226388125,7383,7141.891124507354,-241.1088754926459,58133.48984132822
177,-1.129541049212113,1.1716681816944483,7185,6957.332605571251,-227.6673944287486,51832.442485975385
178,-1.2137490122662744,1.202006388214943,7086,6870.403164805648,-215.59683519435202,46481.995345820585
179,-1.1111036699837207,1.2606359897002282,7383,7014.035638282276,-368.9643617177244,136134.70021776776
180,-1.024931066928487,1.4143219274235377,7432,7175.7762465531905,-256.2237534468095,65650.61183037142
181,-1.0889040025911272,1.4692324548555342,7432,7122.2894056839195,-309.71059431608046,95920.65223161977
182,-0.8976134147888347,1.474029658647135,6912,7348.805327279513,436.8053272795132,190798.89393976267
183,-0.9288814618025458,1.3777331504556949,7432,7274.148235383911,-157.85176461608899,24917.179592413162
184,-0.8948267409121663,1.423213442185866,7383,7332.056405584283,-50.94359441571669,2595.2498119930406
185,-0.8759415457620956,1.25109843574376,7457,7286.420584253912,-170.57941574608776,29097.337076276654
186,-0.766446465091214,1.2091751758517737,7457,7398.479378547818,-58.52062145218224,3424.663135149612
187,-0.9671060525007809,1.0031102070905273,7383,7081.663748735158,-301.33625126484185,90803.5363263479
188,-0.8682965963501891,1.2294364196169847,7432,7286.863106403418,-145.136893596582,21064.71788286557
189,-0.9222786976963392,0.3361501552337732,7482,6871.525591412543,-610.4744085874572,372679.00354020565
190,-0.7828696771492744,-0.13691012233295866,7680,6848.846466919564,-831.1535330804363,690816.1955520919
191,-1.033013623858038,-1.1108522151759885,7399,6171.385142470438,-1227.614857529562,1507038.2384273268
192,-1.0019500041195077,-0.038409928182015635,7408,6630.39643990591,-777.6035600940904,604667.2966710037
193,1.187756858900288,-1.618554253456125,9030,8579.127515989734,-450.8724840102659,203285.99683758747
194,1.452736777074395,-1.1274261524284932,10455,9083.785042045289,-1371.2149579547113,1880230.4609187406
195,1.4041137704160183,-0.7633662984639207,10405,9170.125647760382,-1234.874352239618,1524914.6658192163
196,1.4322809557795915,-0.2900226687678993,10381,9389.695298795708,-991.3047012042916,982685.01062973
197,1.7772119578062398,0.2858154452727283,11223,10021.611713317128,-1201.3882866828717,1443333.8153788059
198,2.115246602690116,0.452867458926715,12363,10484.371259469532,-1878.6287405304683,3529245.9447470936
199,1.1304928501668667,-0.10961028032273945,9935,9106.397217053129,-828.6027829468712,686582.5719072998
200,1.362059678062236,0.009643139909349547,10158,9425.30302865415,-732.6969713458493,536844.8518193803
